[0m[ INFO] [1491405016.099707367]: Requesting the map from /octomap_binary...[0m
[0m[ INFO] [1491405016.450000471, 208.105000000]: Calling function 1[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 16.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406310.795225340, 1396.749000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406310.834260350, 1396.782000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 37.6279
 past MI : 39.314
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 3.94607
[0m[ INFO] [1491406310.876012825, 1396.819000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 5.41911
[0m[ INFO] [1491406310.896787402, 1396.834000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 15.9917    -7.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 1
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406310.943389273, 1396.880000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.9917 -7.22203 16.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406310.979276931, 1396.913000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406311.014068050, 1396.943000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 35.1458
 past MI : 39.314
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 3.94607
[0m[ INFO] [1491406311.076321663, 1397.002000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.9917 -7.22203 16.1476 -6.11503 b= 1.47304
[0m[ INFO] [1491406311.106568417, 1397.024000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406311.134101216, 1397.041000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 36.2927
 past MI : 39.314
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 5.41911
[0m[ INFO] [1491406311.169251166, 1397.075000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.9917 -7.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.1476    -6.11503
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406311.200695662, 1397.104000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.1476 -6.11503 16.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406311.214050619, 1397.114000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406311.250170279, 1397.141000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 33.3488
 past MI : 39.314
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 3.94607
[0m[ INFO] [1491406311.282401211, 1397.176000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.1476 -6.11503 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 5.41911
[0m[ INFO] [1491406311.303929341, 1397.197000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.1476 -6.11503 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 15.1476    -6.11503
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406311.339276127, 1397.227000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 16.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406311.374211567, 1397.260000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406311.413808342, 1397.295000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 35.7612
 past MI : 39.314
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 3.94607
[0m[ INFO] [1491406311.441928054, 1397.323000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 16.1476 -6.11503 b= 1.47304
[0m[ INFO] [1491406311.458746951, 1397.330000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406311.490852921, 1397.361000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 35.2402
 past MI : 39.314
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 5.41911
[0m[ INFO] [1491406311.533545841, 1397.400000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 16.1476    -6.11503
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406311.561552765, 1397.422000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.1476 -6.11503 16.1476 -6.11503 b= 2.94607
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 3.94607
[0m[ INFO] [1491406311.586632265, 1397.446000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.1476 -6.11503 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 5.41911
[0m[ INFO] [1491406311.602641819, 1397.462000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.1476 -6.11503 16.1476 -6.11503 b= 0
 length of returned P1 : 2
RG Called:16.1476 -6.11503 15.5 -5.25 b= 0.473037
final returned path length  4
point number 0 : 15.069  -8.16438
point number 1 : 14.9917  -7.22203
point number 2 : 15.1476  -6.11503
point number 3 : 15.5  -5.25
size of output : 4[0m[ INFO] [1491406311.629885635, 1397.488000000]: Sending response[0m
[0m[ INFO] [1491406314.548694101, 1400.229000000]: service called[0m
RG Called:15.6136 4.18004 15.75 1 b= 6.36593
[0m[ INFO] [1491406314.548814748, 1400.229000000]: Requesting the map from /octomap_binary...[0m
 S : 15.6136   4.18004
 Mid point : 14.5    3
 T : 15.75   1
RG Called:15.6136 4.18004 14.5 3 b= 1
RG Called:15.6136 4.18004 14.5 3 b= 2.59148
[0m[ INFO] [1491406314.599790401, 1400.276000000]: Requesting the map from /octomap_binary...[0m
 S : 15.6136   4.18004
 Mid point : 14.5    3
 T : 14.5   3
RG Called:15.6136 4.18004 14.5 3 b= 1
RG Called:15.6136 4.18004 14.5 3 b= 2.59148
[0m[ INFO] [1491406314.648749163, 1400.318000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.5 3 14.5 3 b= 0
 S : 15.6136   4.18004
 Mid point : 15.5    2
 T : 14.5   3
RG Called:15.6136 4.18004 15.5 2 b= 1
RG Called:15.6136 4.18004 15.5 2 b= 2.59148
[0m[ INFO] [1491406314.688371924, 1400.351000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 2 14.5 3 b= 0
 S : 15.6136   4.18004
 Mid point : 15.5    3
 T : 14.5   3
RG Called:15.6136 4.18004 15.5 3 b= 1
RG Called:15.6136 4.18004 15.5 3 b= 2.59148
[0m[ INFO] [1491406314.725562109, 1400.375000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 3 14.5 3 b= 0
 S : 15.6136   4.18004
 Mid point : 16.5    3
 T : 14.5   3
RG Called:15.6136 4.18004 16.5 3 b= 1
RG Called:15.6136 4.18004 16.5 3 b= 2.59148
[0m[ INFO] [1491406314.746203948, 1400.401000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.5 3 14.5 3 b= 0
 length of returned P1 : 2
RG Called:14.5 3 15.75 1 b= 3.77444
[0m[ INFO] [1491406314.766977214, 1400.420000000]: Requesting the map from /octomap_binary...[0m
 S : 14.5   3
 Mid point : 14.5    3
 T : 15.75   1
RG Called:14.5 3 14.5 3 b= 1
RG Called:14.5 3 14.5 3 b= 2.59148
 S : 14.5   3
 Mid point : 15.5    2
 T : 15.75   1
RG Called:14.5 3 15.5 2 b= 1
RG Called:14.5 3 15.5 2 b= 2.59148
[0m[ INFO] [1491406314.804016487, 1400.455000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 2 15.75 1 b= 1.18296
[0m[ INFO] [1491406314.831345805, 1400.475000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406314.854133389, 1400.495000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 4.27029
 past MI : 1.95524
 S : 14.5   3
 Mid point : 15.5    3
 T : 15.75   1
RG Called:14.5 3 15.5 3 b= 1
[0m[ INFO] [1491406314.901862403, 1400.539000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 3 15.75 1 b= 2.77444
[0m[ INFO] [1491406314.933120884, 1400.569000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406314.962487723, 1400.596000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 5.95533
 past MI : 4.27029
RG Called:14.5 3 15.5 3 b= 2.59148
[0m[ INFO] [1491406314.989675459, 1400.619000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 3 15.75 1 b= 1.18296
 S : 14.5   3
 Mid point : 16.5    3
 T : 15.75   1
RG Called:14.5 3 16.5 3 b= 1
RG Called:14.5 3 16.5 3 b= 2.59148
[0m[ INFO] [1491406315.013803324, 1400.640000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.5 3 15.75 1 b= 1.18296
 S : 14.5   3
 Mid point : 14.5    2
 T : 15.75   1
RG Called:14.5 3 14.5 2 b= 1
[0m[ INFO] [1491406315.066110603, 1400.681000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.5 2 15.75 1 b= 2.77444
[0m[ INFO] [1491406315.106354074, 1400.719000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406315.142884811, 1400.748000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 3.62123
 past MI : 5.95533
RG Called:14.5 3 14.5 2 b= 2.59148
[0m[ INFO] [1491406315.176161894, 1400.779000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.5 2 15.75 1 b= 1.18296
 S : 14.5   3
 Mid point : 15.5    1
 T : 15.75   1
RG Called:14.5 3 15.5 1 b= 1
RG Called:14.5 3 15.5 1 b= 2.59148
[0m[ INFO] [1491406315.213790050, 1400.815000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 1 15.75 1 b= 1.18296
[0m[ INFO] [1491406315.250525929, 1400.843000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406315.284268921, 1400.876000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 4.25071
 past MI : 5.95533
 S : 14.5   3
 Mid point : 16.5    2
 T : 15.75   1
RG Called:14.5 3 16.5 2 b= 1
RG Called:14.5 3 16.5 2 b= 2.59148
[0m[ INFO] [1491406315.323302520, 1400.913000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.5 2 15.75 1 b= 1.18296
 length of returned P2 : 3
 length of returned Path : 4
[0m[ INFO] [1491406315.343970742, 1400.928000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 35.1556
 past MI : 23.8233
RG Called:15.6136 4.18004 14.5 3 b= 4.18296
[0m[ INFO] [1491406315.382623174, 1400.963000000]: Requesting the map from /octomap_binary...[0m
 S : 15.6136   4.18004
 Mid point : 14.5    3
 T : 14.5   3
RG Called:15.6136 4.18004 14.5 3 b= 1
RG Called:15.6136 4.18004 14.5 3 b= 2.59148
[0m[ INFO] [1491406315.413739977, 1400.988000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.5 3 14.5 3 b= 1.59148
RG Called:15.6136 4.18004 14.5 3 b= 4.18296
[0m[ INFO] [1491406315.429258491, 1400.999000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.5 3 14.5 3 b= 0
 S : 15.6136   4.18004
 Mid point : 15.5    2
 T : 14.5   3
RG Called:15.6136 4.18004 15.5 2 b= 1
RG Called:15.6136 4.18004 15.5 2 b= 2.59148
[0m[ INFO] [1491406315.448991468, 1401.019000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 2 14.5 3 b= 1.59148
[0m[ INFO] [1491406315.468350897, 1401.036000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406315.512236662, 1401.078000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 31.6374
 past MI : 27.2057
RG Called:15.6136 4.18004 15.5 2 b= 4.18296
[0m[ INFO] [1491406315.548232566, 1401.114000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 2 14.5 3 b= 0
 S : 15.6136   4.18004
 Mid point : 15.5    3
 T : 14.5   3
RG Called:15.6136 4.18004 15.5 3 b= 1
RG Called:15.6136 4.18004 15.5 3 b= 2.59148
[0m[ INFO] [1491406315.596323445, 1401.153000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 3 14.5 3 b= 1.59148
[0m[ INFO] [1491406315.650640145, 1401.211000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406315.676118170, 1401.232000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 32.5046
 past MI : 31.6374
RG Called:15.6136 4.18004 15.5 3 b= 4.18296
[0m[ INFO] [1491406315.705656686, 1401.259000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 3 14.5 3 b= 0
 S : 15.6136   4.18004
 Mid point : 16.5    3
 T : 14.5   3
RG Called:15.6136 4.18004 16.5 3 b= 1
RG Called:15.6136 4.18004 16.5 3 b= 2.59148
[0m[ INFO] [1491406315.742278371, 1401.292000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.5 3 14.5 3 b= 1.59148
RG Called:15.6136 4.18004 16.5 3 b= 4.18296
[0m[ INFO] [1491406315.770560946, 1401.319000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.5 3 14.5 3 b= 0
 length of returned P1 : 3
RG Called:14.5 3 15.75 1 b= 2.18296
RG Called:15.6136 4.18004 14.5 3 b= 5.77444
[0m[ INFO] [1491406315.794305273, 1401.342000000]: Requesting the map from /octomap_binary...[0m
 S : 15.6136   4.18004
 Mid point : 14.5    3
 T : 14.5   3
RG Called:15.6136 4.18004 14.5 3 b= 1
RG Called:15.6136 4.18004 14.5 3 b= 2.59148
[0m[ INFO] [1491406315.818286885, 1401.362000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.5 3 14.5 3 b= 3.18296
RG Called:15.6136 4.18004 14.5 3 b= 4.18296
[0m[ INFO] [1491406315.852900772, 1401.394000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.5 3 14.5 3 b= 1.59148
RG Called:15.6136 4.18004 14.5 3 b= 5.77444
[0m[ INFO] [1491406315.878400557, 1401.413000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.5 3 14.5 3 b= 0
 S : 15.6136   4.18004
 Mid point : 15.5    2
 T : 14.5   3
RG Called:15.6136 4.18004 15.5 2 b= 1
RG Called:15.6136 4.18004 15.5 2 b= 2.59148
[0m[ INFO] [1491406315.897771616, 1401.429000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 2 14.5 3 b= 3.18296
[0m[ INFO] [1491406315.924270925, 1401.456000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406315.956376670, 1401.486000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 30.2205
 past MI : 30.6572
RG Called:15.6136 4.18004 15.5 2 b= 4.18296
[0m[ INFO] [1491406315.975056895, 1401.502000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 2 14.5 3 b= 1.59148
[0m[ INFO] [1491406315.992003389, 1401.514000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406316.030755244, 1401.545000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 30.8406
 past MI : 30.6572
RG Called:15.6136 4.18004 15.5 2 b= 5.77444
[0m[ INFO] [1491406316.063366169, 1401.578000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 2 14.5 3 b= 0
 S : 15.6136   4.18004
 Mid point : 15.5    3
 T : 14.5   3
RG Called:15.6136 4.18004 15.5 3 b= 1
RG Called:15.6136 4.18004 15.5 3 b= 2.59148
[0m[ INFO] [1491406316.111793694, 1401.619000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 3 14.5 3 b= 3.18296
[0m[ INFO] [1491406316.142057405, 1401.647000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406316.190815989, 1401.695000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 32.3342
 past MI : 30.8406
RG Called:15.6136 4.18004 15.5 3 b= 4.18296
[0m[ INFO] [1491406316.232541659, 1401.727000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 3 14.5 3 b= 1.59148
[0m[ INFO] [1491406316.266395455, 1401.760000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406316.324485517, 1401.817000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 31.7022
 past MI : 32.3342
RG Called:15.6136 4.18004 15.5 3 b= 5.77444
[0m[ INFO] [1491406316.350369531, 1401.844000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.5 3 14.5 3 b= 0
 S : 15.6136   4.18004
 Mid point : 16.5    3
 T : 14.5   3
RG Called:15.6136 4.18004 16.5 3 b= 1
RG Called:15.6136 4.18004 16.5 3 b= 2.59148
[0m[ INFO] [1491406316.374792163, 1401.866000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.5 3 14.5 3 b= 3.18296
[0m[ INFO] [1491406316.392407804, 1401.881000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406316.417265655, 1401.906000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 32.3817
 past MI : 32.3342
RG Called:15.6136 4.18004 16.5 3 b= 4.18296
[0m[ INFO] [1491406316.472106183, 1401.958000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.5 3 14.5 3 b= 1.59148
RG Called:15.6136 4.18004 16.5 3 b= 5.77444
[0m[ INFO] [1491406316.509710815, 1401.991000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.5 3 14.5 3 b= 0
 length of returned P1 : 3
RG Called:14.5 3 15.75 1 b= 0.591481
 S : 15.6136   4.18004
 Mid point : 15.5    2
 T : 15.75   1
RG Called:15.6136 4.18004 15.5 2 b= 1
RG Called:15.6136 4.18004 15.5 2 b= 2.59148
[0m[ INFO] [1491406316.571574283, 1402.048000000]: Requesting the map from /octomap_binary...[0m
 S : 15.6136   4.18004
 Mid point : 14.5    3
